repertoire,locus,unique_v3j,unique_vdj,reads
Levin_2015_NoSIT_timepoint-0_tissue-PBMC_IGHD_NoSIT_tissue-PBMC_subject-10_timepoint-0_Age-30_SRR5755098_iglblastn_iglblastn_IGHD,IGH,1111,1149,1243
Vander_Heiden_2017_Heavy_MK05_IGHE_MK05_Memory_Bcells_age38_Musk_disease-8_stageI_iglblastn_igblastn_IGHE,IGL,136,199,221
Jiang_2013_FLU_IGHE_SRR747768_iglblastn_igblastn_IGHE,IGH,6,7,7
Briney_2019_Subject_326650_IgA_Subject-326650_Replicate-3_Isotype-IgA,IGH,160,185,186
Galson_2016_Visit-6_Subject-2624_Total-B-cells_Subject-2624_Visit-6_age-23_Total-B-cells_iglblastn,IGH,52846,140026,170479
Galson_2016_Visit-3_Subject-2954_HBsAg+-B-cells_Subject-2954_Visit-3_age-20_HBsAg+-B-cells_iglblastn,IGK,1,1,1
Pei_2017_WildType_Bone-Marrow_IGHM_WildType_Bone-Marrow_Follicular-B-Cells_1_igblastn_IGHM,IGH,5726,10039,10965
Gidoni_2019_Heavy_Healthy-celiac-disease_IGHM_Heavy_Healthy-celiac-disease_S69_Naive-B-Cells_igblastn_IGHM,IGL,1,1,1
Briney_2019_Subject_316188_IgA_Subject-316188_Replicate-3_Isotype-IgA,IGH,41,44,44
Eliyahu_2018_Heavy_HCV_IGA_IGHA_HCV_SC3_IGA_igblastn_IGHA,IGH,3096,10443,60536
Gupta_2017_Heavy_Fv_volunteer_IGHG_FV_before_1h_SRX2251681_iglblastn_igblastn_IGHG,IGL,467,887,961
Vergani_2017_B21_age-66_IGHM_B21_age-66_iglblastn_IGHM,IGH,136631,471120,1026769
Ellebedy_2016_Day-7_HA-negative-antibody-secreting-cell_IGHE_HA-negative-antibody-secreting-cell_Day-7_Donor-8_igblastn_IGHE,IGH,2,2,2
Gidoni_2019_Heavy_Healthy-celiac-disease_IGHD_Heavy_Healthy-celiac-disease_S10_Naive-B-Cells_igblastn_IGHD,IGH,14535,34939,40224
Davis_2019_Heavy_EVD15_IGHG_Heavy_EVD15_EBOLA_discharge_PBMC_igblastn_IGHG,IGH,25061,130099,131440
Ellebedy_2016_Day-28_peripheral-blood-mononuclear-cell_IGHM_peripheral-blood-mononuclear-cell_Day-28_Donor-163_igblastn_IGHM,IGH,8998,97549,100300
Davis_2019_Heavy_EVD9_IGHD_Heavy_EVD9_EBOLA_peak_PBMC_igblastn_IGHD,IGH,3,3,3
Levin_2015_SIT_timepoint-0_tissue-Biopsy_IGHA_SIT_tissue-Biopsy_subject-2_timepoint-0_Age-30_SRR5754998_iglblastn_iglblastn_IGHA,IGH,1011,1207,1408
Levin_2015_SIT_timepoint-56_tissue-PBMC_Bulk_SIT_tissue-PBMC_subject-7_timepoint-56_Age-27_SRR5755089_iglblastn_iglblastn_Bulk,IGH,4337,5197,6098
Vergani_2017_B10_age-38_IGHG_B10_age-38_iglblastn_IGHG,IGH,106,211,231
Stern_2014_M5_IGHE_M5_Lesion_63y_ILLUMINA_iglblastn_igblastn_IGHE,IGH,24,288,414
Briney_2019_Subject_327059_unknown_Subject-327059_Replicate-5_Isotype-unknown,IGK,6,8,8
Levin_2015_SIT_timepoint-0_tissue-Biopsy_IGHG_SIT_tissue-Biopsy_subject-4_timepoint-0_Age-36_SRR5754994_iglblastn_iglblastn_IGHG,IGH,458,661,765
Briney_2019_Subject_326780_unknown_Subject-326780_Replicate-4_Isotype-unknown,IGH,47,48,48
Eliyahu_2018_Heavy_HCV_IGG_IGHA_HCV_CI15_IGG_igblastn_IGHA,IGH,2959,4451,6323
Gupta_2017_Heavy_Fv_volunteer_IGHM_FV_after_3d_SRX2251678_iglblastn_igblastn_IGHM,IGH,13870,35985,42412
Tipton_2015_SLE_Bulk_SLE_subject_5_iglblastn_Bulk,IGH,1977,2550,2552
Levin_2015_SIT_timepoint-0_tissue-Biopsy_IGHM_SIT_tissue-Biopsy_subject-6_timepoint-0_Age-41_SRR5754965_iglblastn_iglblastn_IGHM,IGH,33,94,185
Wesemann_2013_IgK_RAG+_B_lineage_cells_from_small_intestinal_lamina_propria_IgK_RAG+_B_lineage_cells_from_small_intestinal_lamina_propria_SRR934655_iglblastn,IGH,26,82,106
Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S87_Naive-B-Cells_igblastn_Bulk,IGK,22621,174727,261576
Wu_2015_Heavy_Visit_C_Bulk_H-1-chain_C-visit_2006-year_07-month_14-day_iglblastn_iglblastn_Bulk,IGK,21,35,47
Thornqvist_2018_Donor-1_Bone-Marrow_IGHE_Donor_1_bone_marrow_sample_1_igblastn_IGHE,IGH,11120,215129,316034
Rubelt_2016_TWINs_4_TW04B_IGHE_TW04B_B_naive_iglblastn_IGHE,IGH,77,112,113
Wesemann_2013_IgK_RAG+_B_lineage_cells_from_small_intestinal_lamina_propria_IgK_RAG+_B_lineage_cells_from_small_intestinal_lamina_propria_SRR934658_iglblastn,IGL,22,31,32
Gidoni_2019_Heavy_Healthy-celiac-disease_IGHM_Heavy_Healthy-celiac-disease_S22_Naive-B-Cells_igblastn_IGHM,IGH,56376,153647,180034
Waltari_2018_Heavy_Healthy_PBMCs_IGHG_Heavy_Healthy_PBMCs_BD5_igblastn_IGHG,IGH,20998,146516,171796
Wesemann_2013_IgK_Lamina_propria_from_mice_colonized_for_7_days_IgK_lamina_propria_from_mice_colonized_for_7_days_SRR934683_iglblastn,IGK,991,7808,8968
Bonsignori_2016_normal_IGHG_normalDonor_1_iglblastn_igblastn_IGHG,IGH,12620,40095,62718
Eliyahu_2018_Heavy_HCV_IGM_IGHM_HCV_SC15_IGM_igblastn_IGHM,IGH,25765,30549,109283
Soto_2016_Heavy_IGHA_Donor_N152_1_iglblastn_IGHA,IGH,170,170,170
Briney_2019_Subject_326651_unknown_Subject-326651_Replicate-5_Isotype-unknown,IGL,1,1,1
Rubelt_2016_TWINs_4_TW04A_IGHE_TW04A_B_memory_iglblastn_IGHE,IGH,28,38,38
Vander_Heiden_2017_Light_HD09_HD09_Naive_Bcells_age31_healthy_iglblastn,IGL,17283,147086,192565
Briney_2019_Subject_326737_IgD_Subject-326737_Replicate-7_Isotype-IgD,IGH,93,102,102
Vander_Heiden_2017_Heavy_HD10_IGHM_HD10_Memory_Bcells_age31_healthy_iglblastn_igblastn_IGHM,IGL,39,41,41
Waltari_2018_Light_Healthy_PBMCs_Bulk_Heavy_Healthy_PBMCs_BD2-repeat1_igblastn_Bulk,IGH,3517,7051,7414
Briney_2019_Subject_326650_IgM_Subject-326650_Replicate-4_Isotype-IgM,IGH,376635,1111706,1113383
Zhou_2013_IAVI57_VK1_2_iglblastn,IGL,4,5,5
Wesemann_2013_IgH_Lamina_propria_germ_free_mice_IGHM_IgH_lamina_propria_from_germ_free_mice_SRR934686_iglblastn_igblastn_IGHM,IGH,1794,2242,2332
Briney_2019_Subject_326650_IgG_Subject-326650_Replicate-2_Isotype-IgG,IGH,76865,148206,148392
Briney_2019_Subject_326713_IgA_Subject-326713_Replicate-9_Isotype-IgA,IGH,924,968,968
Briney_2019_Subject_326780_IgD_Subject-326780_Replicate-16_Isotype-IgD,IGH,94,106,106
Galson_2015_Visit-1_Subject-1009_IgM_Subject-1009_Visit-1_treatment-MenACWY-conjugate_Memory-B-cells_IgM_iglblastn,IGH,20730,80730,135477
Prohaska_2018_Peritoneum_B-2_Bulk_Peritoneum_B-2_iglblastn_Bulk,IGK,3,3,3
Schanz_2014_H_chain_HD1_prep4_IGHA_HD1_prep4_nucleotide_renamed_igblastn_IGHA,IGH,12,12,12
Bhiman_2015_Heavy_week-38_IGHG_Heavy_week-38_CAP256_iglblastn_igblastn_IGHG,IGH,39153,172629,405387
Briney_2019_Subject_326713_IgD_Subject-326713_Replicate-18_Isotype-IgD,IGH,108,112,112
Gupta_2017_Heavy_Fv_volunteer_IGHG_FV_before_1h_SRX2251681_iglblastn_igblastn_IGHG,IGK,71,76,80
Gidoni_2019_Heavy_Healthy-celiac-disease_IGHM_Heavy_Healthy-celiac-disease_S83_Naive-B-Cells_igblastn_IGHM,IGH,61512,212823,245990
Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S54_Naive-B-Cells_igblastn_Bulk,IGL,15114,112619,137324
Eliyahu_2018_Heavy_HCV_IGG_IGHG_HCV_SC14_IGG_igblastn_IGHG,IGH,5438,35864,151422
Prohaska_2018_Peritoneum_B-2_IGHM_Peritoneum_B-2_iglblastn_IGHM,IGK,14,14,14
Levin_2015_SIT_timepoint-56_tissue-PBMC_IGHM_SIT_tissue-PBMC_subject-2_timepoint-56_Age-30_SRR5755015_iglblastn_iglblastn_IGHM,IGH,921,1253,1583
Briney_2019_Subject_326713_IgA_Subject-326713_Replicate-13_Isotype-IgA,IGH,856,873,873
Briney_2019_Subject_D103_IgE_Subject-D103_Replicate-4_Isotype-IgE,IGH,105,133,133
Tipton_2015_SLE_Bulk_SLE_subject_4_iglblastn_Bulk,IGH,1148,1414,1427
Gupta_2017_Heavy_IB_volunteer_Bulk_IB_before_8d_SRX2251666_iglblastn_igblastn_Bulk,IGH,3144,3173,3177
Ellebedy_2016_Day-90_peripheral-blood-mononuclear-cell_IGHG_peripheral-blood-mononuclear-cell_Day-90_Donor-163_igblastn_IGHG,IGH,20544,143137,145858
Levin_2015_NoSIT_timepoint-0_tissue-PBMC_Bulk_NoSIT_tissue-PBMC_subject-16_timepoint-0_Age-47_SRR5755071_iglblastn_iglblastn_Bulk,IGH,9248,12006,14676
Schanz_2014_L_chain_159_wk94_Schanz_159_wk94_nucleotide_renamed_igblastn_Bulk,IGL,18915,171316,171345
Briney_2019_Subject_326907_IgE_Subject-326907_Replicate-8_Isotype-IgE,IGK,827,2056,2058
Gupta_2017_Heavy_GMC_volunteer_IGHE_GMC_before_8d_SRX2251677_iglblastn_igblastn_IGHE,IGK,86,99,114
Zhou_2015_IGHG_DONORC38-HeavyChain-VRC16_iglblastn_igblastn_IGHG,IGH,77147,191354,294904
Fisher_2017_Light_Plasmodium_IAC6_Plasmodium_Light_iglblastn,IGH,3,3,3
Johnson_2018_Light_Visit-119_CAP256_Light_Visit-119_CAP256_PBMC_Part-1,IGH,118,228,229
Levin_2015_SIT_timepoint-365_tissue-PBMC_IGHG_SIT_tissue-PBMC_subject-3_timepoint-365_Age-30_SRR5754982_iglblastn_iglblastn_IGHG,IGH,398,439,459
Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S100_Naive-B-Cells_igblastn_Bulk,IGK,23905,211440,424225
Levin_2015_SIT_timepoint-56_tissue-PBMC_IGHE_SIT_tissue-PBMC_subject-5_timepoint-56_Age-23_SRR5755003_iglblastn_iglblastn_IGHE,IGH,302,1203,3231
Briney_2019_Subject_326780_IgA_Subject-326780_Replicate-13_Isotype-IgA,IGK,1,1,1
Thornqvist_2018_Donor-2_PBMC_IGHA_Donor_2_peripheral_blood_sample_2_igblastn_IGHA,IGH,36030,275711,278890
Gidoni_2019_Heavy_Healthy-celiac-disease_IGHD_Heavy_Healthy-celiac-disease_S49_Naive-B-Cells_igblastn_IGHD,IGH,4409,16950,21260
Levin_2015_SIT_timepoint-365_tissue-PBMC_IGHE_SIT_tissue-PBMC_subject-5_timepoint-365_Age-23_SRR5754974_iglblastn_iglblastn_IGHE,IGH,215,798,2794
Levin_2017_Bone_marrow_Donor2_IGHA_Donor2_BM_1_iglblastn_IGHA,IGH,74039,310533,312735
Zhou_2013_RU3_VK1_2_iglblastn,IGL,3,3,3
Ellebedy_2016_Day-28_peripheral-blood-mononuclear-cell_Bulk_peripheral-blood-mononuclear-cell_Day-28_Donor-8_igblastn_Bulk,IGH,15,17,17
Wu_2015_Heavy_Visit_F_Bulk_H-RERUN-G1-chain_F-visit_2008-year_01-month_17-day_iglblastn_iglblastn_Bulk,IGH,6801,9958,12006
Gupta_2017_Heavy_IB_volunteer_Bulk_IB_after_3d_SRX2251665_iglblastn_igblastn_Bulk,IGK,124913,420450,621201
Briney_2019_Subject_326650_IgE_Subject-326650_Replicate-8_Isotype-IgE,IGH,136,158,158
Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S81_Naive-B-Cells_igblastn_IGHG,IGH,10,13,13
Wesemann_2013_IgK_RAG+_B_lineage_cells_from_bone_marrow_IgK_RAG+_B_lineage_cells_from_bone_marrow_SRR934665_iglblastn,IGL,75,106,124
Gupta_2017_Heavy_IB_volunteer_IGHM_IB_before_1h_SRX2251662_iglblastn_igblastn_IGHM,IGL,123,130,130
Galson_2016_Visit-7_Subject-2752_HBsAg+-B-cells_Subject-2752_Visit-7_age-38_HBsAg+-B-cells_iglblastn,IGH,7260,38351,51692
Levin_2015_NoSIT_timepoint-365_tissue-Biopsy_IGHE_NoSIT_tissue-Biopsy_subject-10_timepoint-365_Age-30_SRR5755061_iglblastn_iglblastn_IGHE,IGH,6,26,95
Vander_Heiden_2017_Light_MK08_MK08_Naive_Bcells_age33_Musk_disease-8_stageIIb_treatment-Pyridostigmine-Prednisone_iglblastn,IGH,23831,110505,179906
Levin_2015_NoSIT_timepoint-365_tissue-Biopsy_IGHD_NoSIT_tissue-Biopsy_subject-12_timepoint-365_Age-24_SRR5755055_iglblastn_iglblastn_IGHD,IGH,19,29,50
Rubelt_2016_TWINs_2_TW02B_IGHA_TW02B_B_naive_iglblastn_IGHA,IGL,1,1,1
Eliyahu_2018_Heavy_HCV_IGA_Bulk_HCV_CI21_IGA_igblastn_Bulk,IGH,26,30,253
Wu_2014_Allergic-rhinitis-out-of-season_IGHG_Patient_311_Allergic-rhinitis-out-of-season_age-41_iglblastn_IGHG,IGH,950,1446,1511
Tipton_2015_SLE_IGHD_SLE_subject_2_iglblastn_IGHD,IGH,46,47,47
Briney_2019_Subject_326907_IgM_Subject-326907_Replicate-7_Isotype-IgM,IGK,2,2,2
Halliley_2015_HuBM_IGHA_SRR2088756_iglblastn_igblastn_IGHA,IGH,16335,104657,125398
Vander_Heiden_2017_Heavy_AR03_IGHE_AR03_Memory_Bcells_age18_ACh_disease-2years_stageI_iglblastn_igblastn_IGHE,IGH,29,29,29
Parameswaran_2014_PConv_IGHE_569_PConv_iglblastn_IGHE,IGH,1,1,1
Briney_2019_Subject_327059_IgG_Subject-327059_Replicate-2_Isotype-IgG,IGL,1,1,1
Bonsignori_2016_Hiv_infected_week-66_Bulk_HIV_infected_week-66_week_repeat-6_PBMC_iglblastn_igblastn_Bulk,IGH,13,16,16
Gupta_2017_Heavy_IB_volunteer_IGHM_IB_after_2w_SRX2251658_iglblastn_igblastn_IGHM,IGK,112,130,150
Jiang_2013_FLU_IGHM_SRR747764_iglblastn_igblastn_IGHM,IGH,1222,1390,1396
Briney_2019_Subject_327059_IgM_Subject-327059_Replicate-2_Isotype-IgM,IGH,904221,2569018,2573527
Rubelt_2016_TWINs_4_TW04A_IGHD_TW04A_B_memory_iglblastn_IGHD,IGH,1630,4740,4752
Briney_2019_Subject_326650_IgG_Subject-326650_Replicate-8_Isotype-IgG,IGH,44204,83949,84046
Soto_2016_Heavy_IGHM_Donor_N152_2_iglblastn_IGHM,IGH,37781,76091,98666
Tipton_2015_SLE_Bulk_SLE_subject_6_iglblastn_Bulk,IGH,2202,3662,3679
Gupta_2017_Heavy_IB_volunteer_IGHE_IB_after_4w_SRX2251663_iglblastn_igblastn_IGHE,IGH,36,95,112
Waltari_2018_Heavy_Healthy_PBMCs_IGHA_Heavy_Healthy_PBMCs_BD1_igblastn_IGHA,IGH,6,6,6
Gupta_2017_Heavy_Fv_volunteer_IGHM_FV_after_4w_SRX2251680_iglblastn_igblastn_IGHM,IGK,89,97,102
Sheng_2017_Heavy_LP32647-IGHG-11_igblastn,IGL,3,4,4
Ellebedy_2016_Day-7_peripheral-blood-mononuclear-cell_Bulk_peripheral-blood-mononuclear-cell_Day-7_Donor-5_igblastn_Bulk,IGH,26,32,32
Levin_2015_NoSIT_timepoint-365_tissue-PBMC_IGHE_NoSIT_tissue-PBMC_subject-10_timepoint-365_Age-30_SRR5755007_iglblastn_iglblastn_IGHE,IGH,10,31,98
Ellebedy_2016_Day-7_peripheral-blood-mononuclear-cell_Bulk_peripheral-blood-mononuclear-cell_Day-7_Donor-4_igblastn_Bulk,IGH,20,20,20
Vander_Heiden_2017_Light_MK02_MK02_Memory_Bcells_age28_MuSK_disease-8years_stageIIIb_treatment-prednisone_iglblastn,IGL,13339,78282,108715
Ohm-Laursen_2018_Heavy_Healthy_IGHD_Heavy_Healthy_Biopsy_9_igblastn_IGHD,IGH,226,3216,3256
Doria-Rose_2015_Heavy_Week16_IGHG_CAP256-Week16-Heavy_iglblastn_IGHG,IGH,43268,140993,191891
Waltari_2018_Light_Healthy_PBMCs_Bulk_Heavy_Healthy_PBMCs_BD5_igblastn_Bulk,IGL,64243,890507,1168350
Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S33_Naive-B-Cells_igblastn_Bulk,IGH,172,317,420
Gupta_2017_Heavy_GMC_volunteer_Bulk_GMC_after_3d_SRX2251670_iglblastn_igblastn_Bulk,IGK,122264,402370,678702
Sheng_2017_Light_LP23810-Light-17_igblastn,IGK,43607,172184,291162
Briney_2019_Subject_D103_unknown_Subject-D103_Replicate-18_Isotype-unknown,IGK,4,6,6
Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S55_Naive-B-Cells_igblastn_IGHG,IGL,1,1,1
Gupta_2017_Heavy_IB_volunteer_IGHD_IB_after_1w_SRX2251659_iglblastn_igblastn_IGHD,IGK,59,65,66
Waltari_2018_Heavy_Healthy_cord-blood-cells_IGHM_Heavy_Healthy_cord-blood-cells_CB5-repeat1_igblastn_IGHM,IGH,14533,137918,194857
Thornqvist_2018_Donor-6_Bone-Marrow_IGHM_Donor_6_bone_marrow_sample_1_igblastn_IGHM,IGH,159564,440999,444143
Vander_Heiden_2017_Heavy_MK04_IGHD_MK04_Memory_Bcells_age54_Musk_disease-19_stageIIb_iglblastn_igblastn_IGHD,IGH,266,1404,2204
Vander_Heiden_2017_Light_AR03_AR03_Memory_Bcells_age18_ACh_disease-2years_stageI_iglblastn,IGH,10289,92470,134702
Briney_2019_Subject_326737_unknown_Subject-326737_Replicate-17_Isotype-unknown,IGH,18,20,20
Waltari_2018_Heavy_HIV_PBMCs_IGHA_Heavy_HIV_PBMCs_MT1214_igblastn_IGHA,IGH,37851,675369,863371
Briney_2019_Subject_326780_IgD_Subject-326780_Replicate-15_Isotype-IgD,IGH,106,112,112
Eliyahu_2018_Heavy_HCV_IGG_IGHA_HCV_CI16_IGG_igblastn_IGHA,IGH,910,995,1866
Thornqvist_2018_Donor-1_Bone-Marrow_IGHG_Donor_1_bone_marrow_sample_2_igblastn_IGHG,IGH,64698,457351,473550
Galson_2015_Visit-1_Subject-1009_IgM_Subject-1009_Visit-1_treatment-MenACWY-conjugate_Naive-B-cells_IgM_iglblastn,IGH,68986,103370,121710
Waltari_2018_Light_Healthy_PBMCs_Bulk_Heavy_Healthy_PBMCs_BD13_igblastn_Bulk,IGK,53418,1468684,3806593
Thornqvist_2018_Donor-1_PBMC_Bulk_Donor_1_peripheral_blood_sample_2_igblastn_Bulk,IGH,386,619,625
Briney_2019_Subject_326737_IgM_Subject-326737_Replicate-15_Isotype-IgM,IGH,167553,673562,674260
Huang_2016_heavy_2012_Bulk_2012_2nd_run_heavy_1-fq-gz_iglblastn_Bulk,IGH,65374,1495122,1505500
Ellebedy_2016_Day-7_resting-memory-B-cell_IGHG_resting-memory-B-cell_Day-7_Donor-162_igblastn_IGHG,IGH,1821,31227,35551
Ellebedy_2016_Day-7_HA-negative-antibody-secreting-cell_IGHM_HA-negative-antibody-secreting-cell_Day-7_Donor-4_igblastn_IGHM,IGH,1601,25387,32493
Galson_2016_Visit-2_Subject-2083_HLA-DR+-Plasma-cells_Subject-2083_Visit-2_age-24_HLA-DR+-Plasma-cells_iglblastn,IGH,5335,57237,84857
Eliyahu_2018_Heavy_HCV_IGG_Bulk_HCV_CI4T_IGG_igblastn_Bulk,IGH,6,6,6
Vander_Heiden_2017_Heavy_MK08_IGHM_MK08_Naive_Bcells_age33_Musk_disease-8_stageIIb_treatment-Pyridostigmine-Prednisone_iglblastn_igblastn_IGHM,IGK,21,27,27
Liao_2013_Heavy_Bulk_CH505-IGH-wk092_iglblastn_igblastn_Bulk,IGL,3,3,3
Gupta_2017_Light_Fv_volunteer_FV_after_3d_SRX2251678_iglblastn,IGL,60109,300222,404916
Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S46_Naive-B-Cells_igblastn_IGHA,IGK,1,2,3
Gupta_2017_Heavy_Fv_volunteer_IGHD_FV_before_8d_SRX2251687_iglblastn_igblastn_IGHD,IGH,987,1435,1665
Mroczek_2014_IGHA_Memory-B-cell-IgD-negative_iglblastn_igblastn_IGHA,IGH,564,620,620
Bashford_2013_CLL_subject-7_Bulk_CLL_subject-7_Age-69_repeat-8_iglblastn_Bulk,IGH,134,852,1492
Jiang_2013_FLU_IGHE_SRR747763_iglblastn_igblastn_IGHE,IGH,30,66,72
Ellebedy_2016_Day-7_HA-negative-activated-B-cell_IGHG_HA-negative-activated-B-cell_Day-7_Donor-4_igblastn_IGHG,IGH,1033,32300,66032
Briney_2019_Subject_D103_IgM_Subject-D103_Replicate-18_Isotype-IgM,IGH,68668,274295,274458
Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S62_Naive-B-Cells_igblastn_Bulk,IGK,24802,167730,223968
Waltari_2018_Light_Healthy_cord-blood-cells_Bulk_Heavy_Healthy_cord-blood-cells_CB3_igblastn_Bulk,IGL,28486,936536,1628907
Ellebedy_2016_Day-7_HA-negative-antibody-secreting-cell_IGHA_HA-negative-antibody-secreting-cell_Day-7_Donor-6_igblastn_IGHA,IGH,4784,23953,24240
Levin_2017_Bone_marrow_Donor5_IGHD_Donor5_BM_1_iglblastn_IGHD,IGH,18,20,20
Levin_2017_Peripheral_Donor6_IGHE_Donor6_PB_1_iglblastn_IGHE,IGH,106,315,316
Gidoni_2019_Heavy_Healthy-celiac-disease_IGHM_Heavy_Healthy-celiac-disease_S54_Naive-B-Cells_igblastn_IGHM,IGH,62491,167312,191778
Pei_2017_gamma1_Bone-Marrow_Bulk_gamma1_Bone-Marrow_Follicular-B-Cells_2_igblastn_Bulk,IGH,28,28,28
Rubelt_2016_TWINs_1_TW01A_IGHG_TW01A_B_naive_iglblastn_IGHG,IGL,21,26,29
Briney_2019_Subject_326650_IgE_Subject-326650_Replicate-3_Isotype-IgE,IGL,1,1,1
Thornqvist_2018_Donor-5_PBMC_Bulk_Donor_5_peripheral_blood_sample_2_igblastn_Bulk,IGH,268,438,440
Doria-Rose_2015_Heavy_Week206_IGHM_CAP256-Week206-Heavy_iglblastn_IGHM,IGH,12151,45682,54262
Eliyahu_2018_Heavy_HCV_IGA_Bulk_HCV_SC1_IGA_igblastn_Bulk,IGH,101,197,883
Levin_2015_NoSIT_timepoint-0_tissue-Biopsy_IGHG_NoSIT_tissue-Biopsy_subject-15_timepoint-0_Age-24_SRR5755080_iglblastn_iglblastn_IGHG,IGH,878,1184,1397
Briney_2019_Subject_326780_IgG_Subject-326780_Replicate-5_Isotype-IgG,IGH,84400,199438,199749
Levin_2015_NoSIT_timepoint-365_tissue-PBMC_IGHE_NoSIT_tissue-PBMC_subject-16_timepoint-365_Age-47_SRR5755028_iglblastn_iglblastn_IGHE,IGH,6,16,48
Briney_2019_Subject_326651_IgE_Subject-326651_Replicate-10_Isotype-IgE,IGH,1310,1433,1435
Galson_2016_Visit-6_Subject-2624_HBsAg+-B-cells_Subject-2624_Visit-6_age-23_HBsAg+-B-cells_iglblastn,IGH,17724,129708,166074
Vander_Heiden_2017_Heavy_MK03_IGHA_MK03_Naive_Bcells_age51_Musk_disease-27years_stageIIIb_treatment-Pyridostigmine-Prednisone_iglblastn_igblastn_IGHA,IGK,66,67,67
Briney_2019_Subject_326737_unknown_Subject-326737_Replicate-7_Isotype-unknown,IGH,80,80,80
Rettig_2018_Heavy_spleen_cells_IGHG_spleen_cells_1_iglblastn_IGHG,IGH,45,46,46
Levin_2015_SIT_timepoint-56_tissue-PBMC_IGHG_SIT_tissue-PBMC_subject-4_timepoint-56_Age-36_SRR5755021_iglblastn_iglblastn_IGHG,IGH,635,813,889
Briney_2019_Subject_D103_unknown_Subject-D103_Replicate-12_Isotype-unknown,IGH,27,27,27
Vander_Heiden_2017_Heavy_MK03_Bulk_MK03_Naive_Bcells_age51_Musk_disease-27years_stageIIIb_treatment-Pyridostigmine-Prednisone_iglblastn_igblastn_Bulk,IGK,94248,301693,542288
Briney_2019_Subject_327059_unknown_Subject-327059_Replicate-11_Isotype-unknown,IGH,56,66,66
Levin_2017_Peripheral_Donor4_IGHG_Donor4_PB_1_iglblastn_IGHG,IGH,18843,81252,82251
Gupta_2017_Heavy_GMC_volunteer_Bulk_GMC_before_8d_SRX2251677_iglblastn_igblastn_Bulk,IGH,3109,3231,3247
Eliyahu_2018_Heavy_HCV_IGG_IGHA_HCV_CI4_IGG_igblastn_IGHA,IGH,181,213,392
Gidoni_2019_Heavy_Healthy-celiac-disease_IGHD_Heavy_Healthy-celiac-disease_S2_Naive-B-Cells_igblastn_IGHD,IGH,10776,16798,17797
Jiang_2013_FLU_Bulk_SRR765688_iglblastn_igblastn_Bulk,IGH,22822,31824,32484
Eliyahu_2018_Heavy_HCV_IGA_Bulk_HCV_SC14_IGA_igblastn_Bulk,IGL,1,1,2
Gidoni_2019_Heavy_Healthy-celiac-disease_IGHM_Heavy_Healthy-celiac-disease_S40_Naive-B-Cells_igblastn_IGHM,IGH,49484,126117,143674
Briney_2019_Subject_326780_IgG_Subject-326780_Replicate-15_Isotype-IgG,IGH,89030,207350,207655
Schanz_2014_L_chain_HD1_prep4_HD1_prep4_nucleotide_renamed_igblastn_Bulk,IGH,81217,1002861,1123447
Briney_2019_Subject_316188_IgA_Subject-316188_Replicate-12_Isotype-IgA,IGH,97,115,115
Briney_2019_Subject_326651_IgG_Subject-326651_Replicate-3_Isotype-IgG,IGH,473776,1407939,1408106
Zhu_2013_Heavy_IGHG_Donor_C38_Run6_iglblastn_igblastn_IGHG,IGL,251,266,269
Galson_2016_Visit-5_Subject-2492_Total-B-cells_Subject-2492_Visit-5_age-25_Total-B-cells_iglblastn,IGK,1,1,1
Gupta_2017_Heavy_IB_volunteer_IGHA_IB_after_2w_SRX2251658_iglblastn_igblastn_IGHA,IGL,149,196,235
Vander_Heiden_2017_Heavy_MK05_IGHD_MK05_Memory_Bcells_age38_Musk_disease-8_stageI_iglblastn_igblastn_IGHD,IGK,60,62,66
Briney_2019_Subject_327059_IgE_Subject-327059_Replicate-8_Isotype-IgE,IGH,602,687,687
Galson_2015_Visit-2_Subject-1020_IgG_Subject-1020_Visit-2_treatment-MenACWY-polysaccharide_HLA-DR--Plasma-cells_IgG_iglblastn,IGL,2,2,2
Briney_2019_Subject_327059_IgG_Subject-327059_Replicate-14_Isotype-IgG,IGH,91948,372840,373177
Stern_2014_M5_IGHG_M5_CLN-B_63y_ILLUMINA_iglblastn_igblastn_IGHG,IGH,47156,1284573,1289965
Briney_2019_Subject_326650_unknown_Subject-326650_Replicate-1_Isotype-unknown,IGH,72,76,76
Gidoni_2019_Heavy_Healthy-celiac-disease_IGHD_Heavy_Healthy-celiac-disease_S25_Naive-B-Cells_igblastn_IGHD,IGH,15261,45044,53054
Gidoni_2019_Heavy_Healthy-celiac-disease_IGHM_Heavy_Healthy-celiac-disease_S92_Naive-B-Cells_igblastn_IGHM,IGH,8303,63959,91986
